USN,LINE,WORKSTATION,STAGE,TRNDATA,TRNDATE,PASSCOUNT,RESULTFLAG,USERID,INSERTTIME,LINENO,VENDOR,A_ERRORCODE,AQM_ERRORCODE
USN000781,LINE005,WORKSTATION008,M5,USN000274,27-10-13 09:07:30,2,T,USER007,27-10-13 21:59:08,3,VENDOR1,,ERROR3
USN000782,LINE005,WORKSTATION006,M3,USN000735,27-10-14 00:16:32,1,T,USER004,27-10-14 22:45:31,4,VENDOR4,,
USN000783,LINE004,WORKSTATION007,M1,USN000831,27-10-15 06:16:35,2,T,USER018,27-10-15 02:27:58,3,VENDOR4,,
USN000784,LINE005,WORKSTATION004,M1,USN000127,27-10-16 14:39:45,3,T,USER015,27-10-16 03:58:33,2,VENDOR4,,ERROR4
USN000785,LINE005,WORKSTATION008,M3,USN000560,27-10-17 01:33:39,2,T,USER012,27-10-17 06:01:31,1,VENDOR5,,
USN000786,LINE001,WORKSTATION004,M3,USN000695,27-10-18 06:54:44,0,F,USER005,27-10-18 06:54:24,5,VENDOR3,,
USN000787,LINE003,WORKSTATION007,M1,USN000636,27-10-19 13:10:44,3,T,USER019,27-10-19 21:02:05,1,VENDOR2,K8018518,
USN000788,LINE002,WORKSTATION010,M5,USN000351,27-10-20 21:35:18,1,T,USER015,27-10-20 03:01:11,2,VENDOR2,,ERROR1
USN000789,LINE001,WORKSTATION010,M5,USN000174,27-10-21 16:31:32,0,T,USER018,27-10-21 19:59:32,4,VENDOR4,,
USN000790,LINE003,WORKSTATION005,M5,USN000354,27-10-22 09:23:00,2,T,USER005,27-10-22 08:18:41,2,VENDOR4,,
USN000791,LINE002,WORKSTATION002,M1,USN000133,27-10-23 22:38:13,0,F,USER015,27-10-23 00:29:25,5,VENDOR3,,
USN000792,LINE004,WORKSTATION009,M5,USN000264,27-10-24 15:33:28,0,T,USER007,27-10-24 13:55:47,2,VENDOR1,,
USN000793,LINE005,WORKSTATION008,M1,USN000547,27-10-25 16:12:14,2,T,USER013,27-10-25 14:22:19,2,VENDOR5,,
USN000794,LINE001,WORKSTATION004,M5,USN000690,27-10-26 04:13:03,1,T,USER018,27-10-26 17:35:25,1,VENDOR5,,
USN000795,LINE003,WORKSTATION009,M3,USN000669,27-10-27 17:06:20,3,T,USER008,27-10-27 11:20:09,3,VENDOR5,,
USN000796,LINE004,WORKSTATION003,M1,USN000286,27-10-28 00:00:54,1,T,USER018,27-10-28 16:19:03,2,VENDOR3,,
USN000797,LINE003,WORKSTATION005,M4,USN000690,27-10-29 09:31:53,1,T,USER005,27-10-29 18:25:19,1,VENDOR3,,
USN000798,LINE002,WORKSTATION009,M2,USN000083,27-10-30 19:07:54,2,T,USER016,27-10-30 07:35:59,2,VENDOR4,,
USN000799,LINE001,WORKSTATION003,M2,USN000320,27-10-31 19:22:15,2,T,USER001,27-10-31 01:17:09,3,VENDOR3,,ERROR4
USN000800,LINE001,WORKSTATION008,M1,USN000777,27-11-01 19:30:45,2,F,USER015,27-11-01 11:02:56,5,VENDOR5,,
USN000801,LINE001,WORKSTATION008,M1,USN000871,27-11-02 21:04:52,1,T,USER007,27-11-02 22:48:08,5,VENDOR3,K1446848,
USN000802,LINE004,WORKSTATION006,M3,USN000034,27-11-03 02:30:27,2,T,USER009,27-11-03 17:30:22,1,VENDOR3,,
USN000803,LINE002,WORKSTATION003,M1,USN000380,27-11-04 06:45:40,1,T,USER019,27-11-04 20:51:23,4,VENDOR1,,
USN000804,LINE001,WORKSTATION002,M1,USN000258,27-11-05 04:38:16,1,T,USER009,27-11-05 19:44:56,5,VENDOR3,,
USN000805,LINE001,WORKSTATION004,M4,USN000454,27-11-06 22:14:53,0,F,USER007,27-11-06 06:50:51,3,VENDOR2,,
USN000806,LINE005,WORKSTATION010,M5,USN000240,27-11-07 07:30:52,1,F,USER007,27-11-07 00:16:51,1,VENDOR5,,
USN000807,LINE003,WORKSTATION006,M3,USN000516,27-11-08 14:11:22,0,T,USER003,27-11-08 04:02:44,3,VENDOR2,,
USN000808,LINE005,WORKSTATION005,M1,USN000818,27-11-09 11:22:56,2,F,USER005,27-11-09 01:22:06,3,VENDOR3,,
USN000809,LINE004,WORKSTATION010,M2,USN000132,27-11-10 18:52:44,0,T,USER020,27-11-10 07:03:40,5,VENDOR1,,
USN000810,LINE005,WORKSTATION004,M4,USN000364,27-11-11 00:35:10,3,T,USER009,27-11-11 16:42:28,4,VENDOR1,,
USN000811,LINE002,WORKSTATION005,M4,USN000865,27-11-12 16:41:31,3,T,USER005,27-11-12 01:47:37,1,VENDOR4,,
USN000812,LINE001,WORKSTATION003,M2,USN000266,27-11-13 08:03:05,0,T,USER020,27-11-13 04:42:28,4,VENDOR2,,
USN000813,LINE002,WORKSTATION010,M5,USN000022,27-11-14 17:02:46,3,T,USER003,27-11-14 20:13:38,3,VENDOR4,,
USN000814,LINE002,WORKSTATION002,M5,USN000120,27-11-15 14:42:26,3,T,USER009,27-11-15 02:22:40,5,VENDOR3,,
USN000815,LINE005,WORKSTATION007,M2,USN000628,27-11-16 17:08:43,3,T,USER015,27-11-16 08:24:34,1,VENDOR3,,
USN000816,LINE004,WORKSTATION003,M1,USN000105,27-11-17 21:47:29,3,F,USER020,27-11-17 01:06:31,1,VENDOR1,K4347427,
USN000817,LINE003,WORKSTATION004,M1,USN000699,27-11-18 07:40:49,2,T,USER007,27-11-18 03:00:19,4,VENDOR3,,
USN000818,LINE002,WORKSTATION010,M4,USN000119,27-11-19 23:14:08,0,T,USER008,27-11-19 10:06:26,1,VENDOR1,,
USN000819,LINE002,WORKSTATION008,M2,USN000011,27-11-20 08:18:29,1,T,USER011,27-11-20 15:37:37,5,VENDOR4,,
USN000820,LINE004,WORKSTATION006,M4,USN000313,27-11-21 23:27:35,2,T,USER004,27-11-21 23:31:45,3,VENDOR4,,
USN000821,LINE004,WORKSTATION010,M1,USN000501,27-11-22 12:32:16,1,F,USER018,27-11-22 18:21:01,2,VENDOR4,,
USN000822,LINE005,WORKSTATION003,M4,USN000058,27-11-23 06:44:48,0,T,USER007,27-11-23 14:58:53,3,VENDOR5,,
USN000823,LINE002,WORKSTATION003,M1,USN000069,27-11-24 03:26:41,0,F,USER008,27-11-24 15:23:56,4,VENDOR4,,
USN000824,LINE004,WORKSTATION009,M3,USN000107,27-11-25 15:00:44,1,T,USER018,27-11-25 16:51:34,1,VENDOR2,,
USN000825,LINE001,WORKSTATION009,M4,USN000618,27-11-26 10:55:55,3,T,USER002,27-11-26 23:54:42,3,VENDOR4,,
USN000826,LINE003,WORKSTATION009,M1,USN000664,27-11-27 04:32:19,1,T,USER019,27-11-27 21:57:48,1,VENDOR5,,
USN000827,LINE003,WORKSTATION002,M3,USN000972,27-11-28 23:41:30,1,T,USER003,27-11-28 03:35:56,2,VENDOR1,,
USN000828,LINE001,WORKSTATION008,M1,USN000896,27-11-29 06:34:16,3,T,USER001,27-11-29 05:39:41,4,VENDOR3,,
USN000829,LINE004,WORKSTATION008,M5,USN000316,27-11-30 17:07:34,3,T,USER016,27-11-30 05:35:58,5,VENDOR3,,
USN000830,LINE003,WORKSTATION008,M2,USN000447,27-12-01 04:31:01,2,T,USER008,27-12-01 10:31:16,4,VENDOR5,,
USN000831,LINE002,WORKSTATION004,M3,USN000427,27-12-02 00:45:33,2,T,USER004,27-12-02 23:56:32,4,VENDOR1,,
USN000832,LINE002,WORKSTATION007,M4,USN000468,27-12-03 23:51:58,3,T,USER004,27-12-03 06:14:22,4,VENDOR2,,
USN000833,LINE005,WORKSTATION010,M3,USN000719,27-12-04 06:35:53,3,T,USER013,27-12-04 19:57:45,2,VENDOR5,,
USN000834,LINE003,WORKSTATION007,M5,USN000688,27-12-05 18:19:08,0,T,USER013,27-12-05 12:46:01,4,VENDOR5,,
USN000835,LINE003,WORKSTATION005,M5,USN000077,27-12-06 17:52:45,0,T,USER013,27-12-06 05:10:00,5,VENDOR5,,
USN000836,LINE002,WORKSTATION003,M1,USN000197,27-12-07 03:26:06,2,T,USER002,27-12-07 17:50:31,4,VENDOR5,,
USN000837,LINE005,WORKSTATION008,M5,USN000781,27-12-08 21:14:01,1,T,USER018,27-12-08 04:00:33,5,VENDOR5,,
USN000838,LINE004,WORKSTATION007,M4,USN000421,27-12-09 00:41:41,2,T,USER015,27-12-09 20:08:05,5,VENDOR5,,ERROR4
USN000839,LINE002,WORKSTATION006,M1,USN000189,27-12-10 09:27:02,1,T,USER015,27-12-10 15:35:06,3,VENDOR4,,ERROR3
USN000840,LINE002,WORKSTATION007,M4,USN000229,27-12-11 18:32:21,1,T,USER019,27-12-11 17:34:56,4,VENDOR4,,
USN000841,LINE001,WORKSTATION002,M5,USN000906,27-12-12 21:31:15,3,T,USER020,27-12-12 18:01:52,5,VENDOR5,,
USN000842,LINE005,WORKSTATION005,M4,USN000560,27-12-13 07:41:01,3,T,USER010,27-12-13 14:49:20,2,VENDOR4,,
USN000843,LINE003,WORKSTATION002,M1,USN000111,27-12-14 01:33:02,3,T,USER011,27-12-14 23:08:07,1,VENDOR4,K3725584,
USN000844,LINE005,WORKSTATION002,M4,USN000397,27-12-15 16:58:20,1,T,USER017,27-12-15 04:24:11,5,VENDOR5,,
USN000845,LINE004,WORKSTATION003,M5,USN000512,27-12-16 06:22:09,3,T,USER008,27-12-16 01:45:09,4,VENDOR4,K4764067,
USN000846,LINE003,WORKSTATION002,M1,USN000947,27-12-17 16:06:34,0,T,USER002,27-12-17 00:56:13,2,VENDOR2,,
USN000847,LINE002,WORKSTATION005,M2,USN000982,27-12-18 12:19:45,3,T,USER020,27-12-18 01:02:14,5,VENDOR1,,
USN000848,LINE002,WORKSTATION004,M5,USN000780,27-12-19 23:52:22,2,T,USER014,27-12-19 08:29:17,4,VENDOR5,,
USN000849,LINE004,WORKSTATION002,M5,USN000460,27-12-20 06:02:45,0,T,USER008,27-12-20 21:03:58,1,VENDOR2,,
USN000850,LINE002,WORKSTATION006,M4,USN000582,27-12-21 16:13:50,3,T,USER018,27-12-21 15:48:08,3,VENDOR5,,
USN000851,LINE003,WORKSTATION002,M2,USN000421,27-12-22 09:17:22,1,F,USER010,27-12-22 12:25:45,2,VENDOR1,,ERROR1
USN000852,LINE003,WORKSTATION005,M1,USN000261,27-12-23 03:40:08,2,T,USER004,27-12-23 09:39:38,2,VENDOR3,K8332073,
USN000853,LINE003,WORKSTATION007,M5,USN000810,27-12-24 09:33:05,0,T,USER018,27-12-24 20:15:33,2,VENDOR1,,
USN000854,LINE003,WORKSTATION008,M3,USN000493,27-12-25 23:03:00,3,T,USER010,27-12-25 03:31:28,3,VENDOR1,,
USN000855,LINE005,WORKSTATION003,M2,USN000306,27-12-26 10:30:49,3,T,USER007,27-12-26 21:01:39,3,VENDOR4,,
USN000856,LINE005,WORKSTATION004,M4,USN000760,27-12-27 14:14:08,0,T,USER013,27-12-27 08:58:07,3,VENDOR1,K2488900,
USN000857,LINE003,WORKSTATION010,M4,USN000472,27-12-28 01:26:19,1,T,USER007,27-12-28 00:13:31,5,VENDOR2,,
USN000858,LINE004,WORKSTATION008,M3,USN000332,27-12-29 17:15:10,2,F,USER014,27-12-29 12:39:25,5,VENDOR4,,
USN000859,LINE005,WORKSTATION009,M5,USN000728,27-12-30 19:24:19,3,T,USER008,27-12-30 13:05:21,4,VENDOR3,,ERROR2
USN000860,LINE005,WORKSTATION006,M2,USN000836,27-12-31 00:03:58,2,T,USER020,27-12-31 09:15:04,4,VENDOR1,K6348260,
USN000861,LINE004,WORKSTATION007,M5,USN000848,28-01-01 09:04:32,3,T,USER016,28-01-01 21:17:16,1,VENDOR3,,
USN000862,LINE001,WORKSTATION001,M1,USN000957,28-01-02 08:33:00,0,T,USER017,28-01-02 04:58:58,3,VENDOR3,,
USN000863,LINE003,WORKSTATION001,M2,USN000475,28-01-03 04:32:22,1,T,USER002,28-01-03 12:39:47,1,VENDOR2,,
USN000864,LINE004,WORKSTATION001,M5,USN000342,28-01-04 00:33:32,0,T,USER012,28-01-04 23:49:45,5,VENDOR5,,
USN000865,LINE005,WORKSTATION009,M2,USN000448,28-01-05 00:38:07,1,T,USER012,28-01-05 05:44:23,4,VENDOR5,,
USN000866,LINE001,WORKSTATION001,M4,USN000137,28-01-06 11:39:07,3,T,USER014,28-01-06 19:34:20,1,VENDOR1,,
USN000867,LINE002,WORKSTATION010,M1,USN000694,28-01-07 22:30:39,2,T,USER007,28-01-07 05:08:29,1,VENDOR3,,
USN000868,LINE005,WORKSTATION002,M4,USN000883,28-01-08 17:34:53,2,T,USER017,28-01-08 09:24:30,4,VENDOR2,,
USN000869,LINE005,WORKSTATION004,M5,USN000482,28-01-09 12:50:01,1,T,USER012,28-01-09 22:01:41,2,VENDOR5,,
USN000870,LINE003,WORKSTATION001,M3,USN000783,28-01-10 00:33:38,1,T,USER012,28-01-10 18:37:25,2,VENDOR1,,
USN000871,LINE002,WORKSTATION010,M3,USN000394,28-01-11 05:32:55,2,T,USER016,28-01-11 14:41:57,2,VENDOR4,,ERROR3
USN000872,LINE004,WORKSTATION006,M1,USN000009,28-01-12 22:08:13,1,T,USER018,28-01-12 01:39:32,4,VENDOR4,,
USN000873,LINE002,WORKSTATION003,M5,USN000049,28-01-13 18:18:06,2,T,USER007,28-01-13 23:22:17,5,VENDOR1,,
USN000874,LINE003,WORKSTATION007,M5,USN000572,28-01-14 02:17:11,0,T,USER015,28-01-14 15:48:25,1,VENDOR3,,
USN000875,LINE003,WORKSTATION009,M1,USN000592,28-01-15 14:30:05,1,T,USER012,28-01-15 13:25:46,1,VENDOR3,K1116699,
USN000876,LINE005,WORKSTATION010,M2,USN000493,28-01-16 05:04:00,2,T,USER010,28-01-16 04:33:38,2,VENDOR2,K7519444,
USN000877,LINE005,WORKSTATION009,M3,USN000930,28-01-17 01:38:55,1,F,USER006,28-01-17 23:53:48,2,VENDOR1,,
USN000878,LINE002,WORKSTATION005,M3,USN000713,28-01-18 04:02:11,1,T,USER009,28-01-18 07:51:44,1,VENDOR5,,
USN000879,LINE004,WORKSTATION002,M2,USN000442,28-01-19 06:01:50,0,F,USER020,28-01-19 22:41:22,3,VENDOR4,K9721748,ERROR3
USN000880,LINE002,WORKSTATION008,M4,USN000810,28-01-20 07:40:49,1,T,USER004,28-01-20 14:15:23,2,VENDOR2,,
USN000881,LINE003,WORKSTATION001,M4,USN000855,28-01-21 16:39:22,2,T,USER001,28-01-21 13:03:06,4,VENDOR3,,
USN000882,LINE002,WORKSTATION003,M4,USN000530,28-01-22 21:23:32,1,T,USER018,28-01-22 16:33:24,5,VENDOR5,,
USN000883,LINE004,WORKSTATION001,M5,USN000002,28-01-23 03:50:26,0,T,USER008,28-01-23 14:39:07,1,VENDOR1,,
USN000884,LINE003,WORKSTATION003,M5,USN000891,28-01-24 11:16:21,0,T,USER009,28-01-24 08:41:53,5,VENDOR3,,
USN000885,LINE002,WORKSTATION010,M3,USN000714,28-01-25 06:45:35,0,T,USER004,28-01-25 21:08:27,5,VENDOR4,,ERROR5
USN000886,LINE001,WORKSTATION002,M3,USN000070,28-01-26 17:20:12,0,T,USER001,28-01-26 04:34:58,3,VENDOR1,,
USN000887,LINE001,WORKSTATION004,M3,USN000556,28-01-27 12:41:13,3,T,USER008,28-01-27 12:35:38,4,VENDOR4,,
USN000888,LINE005,WORKSTATION004,M1,USN000241,28-01-28 21:20:12,2,T,USER007,28-01-28 06:39:35,5,VENDOR3,,
USN000889,LINE002,WORKSTATION003,M4,USN000322,28-01-29 09:21:12,0,T,USER011,28-01-29 20:18:21,5,VENDOR2,,
USN000890,LINE003,WORKSTATION002,M4,USN000102,28-01-30 10:19:30,3,T,USER001,28-01-30 01:56:54,3,VENDOR5,,
USN000891,LINE004,WORKSTATION001,M4,USN000379,28-01-31 01:38:09,1,T,USER008,28-01-31 15:08:25,4,VENDOR3,,
USN000892,LINE002,WORKSTATION006,M1,USN000966,28-02-01 01:01:03,0,T,USER003,28-02-01 19:31:58,3,VENDOR3,,ERROR3
USN000893,LINE001,WORKSTATION009,M1,USN000989,28-02-02 12:32:08,3,T,USER020,28-02-02 20:07:17,5,VENDOR5,,
USN000894,LINE004,WORKSTATION008,M2,USN000212,28-02-03 17:07:09,1,F,USER005,28-02-03 07:37:22,5,VENDOR1,,
USN000895,LINE002,WORKSTATION002,M4,USN000207,28-02-04 06:26:53,2,T,USER002,28-02-04 22:21:34,3,VENDOR3,,
USN000896,LINE002,WORKSTATION008,M3,USN000539,28-02-05 04:13:14,0,F,USER013,28-02-05 17:04:28,3,VENDOR5,K1082153,
USN000897,LINE001,WORKSTATION003,M2,USN000905,28-02-06 17:40:36,0,F,USER002,28-02-06 07:33:35,2,VENDOR1,,
USN000898,LINE005,WORKSTATION007,M1,USN000795,28-02-07 12:16:04,1,T,USER019,28-02-07 10:56:16,1,VENDOR5,,ERROR3
USN000899,LINE003,WORKSTATION008,M2,USN000312,28-02-08 15:43:33,3,T,USER005,28-02-08 22:08:33,4,VENDOR4,,
USN000900,LINE004,WORKSTATION007,M3,USN000876,28-02-09 02:40:05,0,T,USER002,28-02-09 23:17:51,2,VENDOR1,K1289294,
USN000901,LINE001,WORKSTATION002,M2,USN000504,28-02-10 01:26:11,0,T,USER015,28-02-10 20:50:16,3,VENDOR1,,
USN000902,LINE003,WORKSTATION008,M1,USN000322,28-02-11 16:08:41,3,T,USER019,28-02-11 21:06:00,1,VENDOR5,,
USN000903,LINE004,WORKSTATION008,M5,USN000818,28-02-12 01:24:26,3,T,USER005,28-02-12 02:15:36,2,VENDOR1,,
USN000904,LINE002,WORKSTATION005,M3,USN000047,28-02-13 17:27:48,0,T,USER007,28-02-13 08:23:45,2,VENDOR4,,
USN000905,LINE005,WORKSTATION010,M2,USN000736,28-02-14 11:52:29,0,T,USER002,28-02-14 00:56:15,1,VENDOR1,,
USN000906,LINE004,WORKSTATION001,M5,USN000613,28-02-15 14:26:29,2,T,USER011,28-02-15 11:17:35,3,VENDOR5,,
USN000907,LINE004,WORKSTATION001,M2,USN000767,28-02-16 17:47:26,2,T,USER009,28-02-16 15:50:32,4,VENDOR1,K5153437,ERROR4
USN000908,LINE002,WORKSTATION003,M5,USN000547,28-02-17 02:44:15,0,F,USER002,28-02-17 02:43:51,1,VENDOR2,K3748501,
USN000909,LINE005,WORKSTATION005,M5,USN000806,28-02-18 08:27:09,0,T,USER003,28-02-18 07:37:22,2,VENDOR3,,ERROR1
USN000910,LINE005,WORKSTATION002,M2,USN000773,28-02-19 21:28:22,0,T,USER004,28-02-19 17:14:56,1,VENDOR4,,
USN000911,LINE005,WORKSTATION008,M2,USN000159,28-02-20 14:45:40,3,T,USER012,28-02-20 14:08:47,5,VENDOR5,,
USN000912,LINE001,WORKSTATION007,M3,USN000677,28-02-21 19:46:34,1,F,USER010,28-02-21 19:18:36,3,VENDOR5,,
USN000913,LINE004,WORKSTATION010,M3,USN000573,28-02-22 12:02:38,3,T,USER003,28-02-22 00:16:50,3,VENDOR3,,
USN000914,LINE003,WORKSTATION002,M1,USN000240,28-02-23 11:06:37,1,T,USER004,28-02-23 01:11:58,1,VENDOR1,,
USN000915,LINE005,WORKSTATION005,M2,USN000950,28-02-24 12:18:10,0,T,USER009,28-02-24 11:14:17,5,VENDOR1,,ERROR3
USN000916,LINE003,WORKSTATION004,M5,USN000637,28-02-25 00:23:25,2,F,USER019,28-02-25 12:20:07,5,VENDOR3,K1816185,
USN000917,LINE004,WORKSTATION010,M3,USN000779,28-02-26 00:20:43,0,T,USER006,28-02-26 04:15:00,3,VENDOR2,,
USN000918,LINE005,WORKSTATION008,M2,USN000681,28-02-27 05:45:07,2,T,USER020,28-02-27 01:57:58,5,VENDOR1,,
USN000919,LINE002,WORKSTATION007,M1,USN000994,28-02-28 04:24:45,3,T,USER013,28-02-28 08:05:50,4,VENDOR1,K4480829,
USN000920,LINE001,WORKSTATION006,M2,USN000250,28-02-29 04:30:31,0,T,USER003,28-02-29 05:57:43,2,VENDOR4,,
USN000921,LINE002,WORKSTATION003,M2,USN000353,28-03-01 08:36:25,1,T,USER017,28-03-01 03:24:15,1,VENDOR5,,
USN000922,LINE004,WORKSTATION009,M1,USN000313,28-03-02 11:55:42,0,T,USER017,28-03-02 14:47:45,4,VENDOR1,,
USN000923,LINE003,WORKSTATION003,M3,USN000474,28-03-03 21:35:54,1,T,USER014,28-03-03 05:41:59,4,VENDOR2,,
USN000924,LINE001,WORKSTATION006,M4,USN000084,28-03-04 12:44:56,2,T,USER012,28-03-04 04:43:15,1,VENDOR4,,
USN000925,LINE001,WORKSTATION001,M3,USN000042,28-03-05 20:10:54,1,T,USER013,28-03-05 12:26:47,5,VENDOR5,K7114071,ERROR4
USN000926,LINE004,WORKSTATION006,M1,USN000645,28-03-06 13:46:43,3,T,USER007,28-03-06 01:16:27,5,VENDOR4,,
USN000927,LINE004,WORKSTATION010,M2,USN000790,28-03-07 20:19:55,3,T,USER020,28-03-07 02:22:59,4,VENDOR4,,
USN000928,LINE002,WORKSTATION007,M5,USN000695,28-03-08 09:06:19,3,T,USER012,28-03-08 19:09:35,2,VENDOR2,,
USN000929,LINE001,WORKSTATION005,M4,USN000669,28-03-09 02:50:31,3,F,USER020,28-03-09 03:53:42,2,VENDOR1,,ERROR4
USN000930,LINE002,WORKSTATION001,M4,USN000394,28-03-10 23:40:21,0,T,USER018,28-03-10 21:20:35,5,VENDOR5,,
USN000931,LINE003,WORKSTATION002,M4,USN000036,28-03-11 06:04:08,1,T,USER018,28-03-11 00:27:56,4,VENDOR2,,
USN000932,LINE003,WORKSTATION010,M5,USN000184,28-03-12 02:11:50,1,T,USER015,28-03-12 18:57:11,1,VENDOR5,,ERROR5
USN000933,LINE003,WORKSTATION001,M2,USN000367,28-03-13 06:25:30,3,T,USER018,28-03-13 05:11:27,2,VENDOR4,,
USN000934,LINE004,WORKSTATION002,M5,USN000372,28-03-14 18:26:19,0,T,USER007,28-03-14 17:27:26,2,VENDOR3,,
USN000935,LINE002,WORKSTATION010,M4,USN000830,28-03-15 21:32:44,3,T,USER007,28-03-15 01:42:31,2,VENDOR4,,
USN000936,LINE002,WORKSTATION009,M2,USN000722,28-03-16 00:39:00,2,T,USER001,28-03-16 11:17:48,4,VENDOR2,,
USN000937,LINE002,WORKSTATION003,M5,USN000380,28-03-17 23:47:01,2,F,USER005,28-03-17 04:31:51,4,VENDOR5,K9929134,
USN000938,LINE002,WORKSTATION008,M4,USN000475,28-03-18 19:33:27,2,T,USER004,28-03-18 20:32:19,4,VENDOR1,,
USN000939,LINE004,WORKSTATION010,M4,USN000447,28-03-19 01:19:56,0,T,USER009,28-03-19 05:56:32,5,VENDOR4,K8580811,ERROR2
USN000940,LINE002,WORKSTATION010,M3,USN000992,28-03-20 17:35:16,0,T,USER006,28-03-20 05:07:51,5,VENDOR5,,
USN000941,LINE003,WORKSTATION003,M4,USN000949,28-03-21 08:56:55,3,F,USER015,28-03-21 04:07:09,5,VENDOR1,,
USN000942,LINE004,WORKSTATION001,M3,USN000207,28-03-22 08:25:14,3,T,USER004,28-03-22 08:04:28,2,VENDOR5,,
USN000943,LINE002,WORKSTATION010,M1,USN000954,28-03-23 19:13:32,1,F,USER003,28-03-23 22:29:30,4,VENDOR1,,ERROR4
USN000944,LINE002,WORKSTATION004,M1,USN000624,28-03-24 18:39:12,2,F,USER002,28-03-24 20:29:34,4,VENDOR4,,
USN000945,LINE003,WORKSTATION006,M3,USN000759,28-03-25 00:26:32,3,F,USER020,28-03-25 02:33:17,2,VENDOR5,,ERROR1
USN000946,LINE005,WORKSTATION004,M3,USN000539,28-03-26 20:01:42,2,T,USER012,28-03-26 15:21:46,1,VENDOR5,,
USN000947,LINE005,WORKSTATION001,M3,USN000713,28-03-27 03:02:23,1,T,USER006,28-03-27 00:28:26,3,VENDOR5,,
USN000948,LINE001,WORKSTATION008,M3,USN000628,28-03-28 13:09:57,2,T,USER005,28-03-28 01:48:06,3,VENDOR1,,
USN000949,LINE001,WORKSTATION001,M2,USN000066,28-03-29 22:23:44,2,T,USER009,28-03-29 17:37:31,3,VENDOR4,,
USN000950,LINE002,WORKSTATION002,M1,USN000512,28-03-30 06:47:06,3,T,USER015,28-03-30 17:45:07,3,VENDOR2,,
USN000951,LINE003,WORKSTATION010,M3,USN000483,28-03-31 19:47:58,0,T,USER018,28-03-31 16:00:17,4,VENDOR4,,
USN000952,LINE005,WORKSTATION010,M4,USN000126,28-04-01 22:36:53,0,T,USER012,28-04-01 08:30:36,4,VENDOR2,,
USN000953,LINE005,WORKSTATION008,M4,USN000140,28-04-02 03:14:46,3,T,USER019,28-04-02 07:31:33,2,VENDOR5,,
USN000954,LINE003,WORKSTATION008,M3,USN000896,28-04-03 21:15:38,0,T,USER018,28-04-03 03:09:16,1,VENDOR4,,ERROR2
USN000955,LINE005,WORKSTATION008,M4,USN000411,28-04-04 02:02:55,3,T,USER012,28-04-04 09:45:38,1,VENDOR3,,
USN000956,LINE001,WORKSTATION001,M4,USN000861,28-04-05 22:40:36,3,T,USER002,28-04-05 11:32:48,4,VENDOR1,,ERROR2
USN000957,LINE004,WORKSTATION003,M4,USN000101,28-04-06 23:44:22,2,T,USER008,28-04-06 18:47:46,3,VENDOR2,,
USN000958,LINE001,WORKSTATION007,M4,USN000915,28-04-07 12:00:44,0,T,USER003,28-04-07 00:42:07,5,VENDOR3,,
USN000959,LINE002,WORKSTATION001,M1,USN000979,28-04-08 06:32:33,0,T,USER008,28-04-08 15:42:41,3,VENDOR2,,
USN000960,LINE005,WORKSTATION004,M4,USN000324,28-04-09 00:12:00,1,T,USER011,28-04-09 19:04:11,3,VENDOR4,,
USN000961,LINE002,WORKSTATION009,M4,USN000425,28-04-10 23:44:29,1,T,USER014,28-04-10 10:51:09,5,VENDOR5,,
USN000962,LINE003,WORKSTATION005,M1,USN000119,28-04-11 06:42:13,1,T,USER020,28-04-11 07:44:43,5,VENDOR2,,
USN000963,LINE003,WORKSTATION008,M3,USN000896,28-04-12 02:34:05,0,T,USER004,28-04-12 00:38:38,2,VENDOR3,,
USN000964,LINE003,WORKSTATION002,M4,USN000728,28-04-13 16:51:02,3,T,USER011,28-04-13 19:41:56,4,VENDOR4,,
USN000965,LINE004,WORKSTATION001,M2,USN000982,28-04-14 18:17:15,1,T,USER014,28-04-14 06:38:29,1,VENDOR3,,
USN000966,LINE004,WORKSTATION006,M5,USN000656,28-04-15 20:27:33,1,T,USER016,28-04-15 12:23:08,3,VENDOR2,,
USN000967,LINE003,WORKSTATION005,M2,USN000203,28-04-16 17:34:10,0,T,USER003,28-04-16 09:19:00,1,VENDOR2,,
USN000968,LINE001,WORKSTATION007,M2,USN000974,28-04-17 21:57:09,2,T,USER014,28-04-17 23:09:11,4,VENDOR3,,
USN000969,LINE003,WORKSTATION004,M4,USN000015,28-04-18 16:56:09,2,T,USER015,28-04-18 03:21:10,2,VENDOR4,K6357299,
USN000970,LINE003,WORKSTATION008,M4,USN000195,28-04-19 16:08:23,3,F,USER017,28-04-19 09:57:03,3,VENDOR1,,
USN000971,LINE005,WORKSTATION007,M4,USN000854,28-04-20 11:39:43,3,T,USER018,28-04-20 00:16:34,3,VENDOR4,,
USN000972,LINE001,WORKSTATION006,M3,USN000299,28-04-21 16:56:05,0,T,USER002,28-04-21 12:30:34,5,VENDOR4,,
USN000973,LINE002,WORKSTATION006,M1,USN000452,28-04-22 14:35:46,3,T,USER007,28-04-22 02:48:43,2,VENDOR3,,
USN000974,LINE004,WORKSTATION008,M4,USN000205,28-04-23 16:54:13,3,T,USER007,28-04-23 15:18:02,3,VENDOR3,,ERROR4
USN000975,LINE004,WORKSTATION008,M2,USN000093,28-04-24 07:41:27,3,T,USER008,28-04-24 00:38:03,2,VENDOR3,,
